"model_name","net_weights","error_value","checksum","repo_release_tag","model_caption","arxiv_paper","test_dataset","img_size","img_scale","test_batch","remark"
"mobilenetv2_w1",3504960,0887,"13a021bca5b679b76156829743f7182da42e8bb6","v0.0.213","MobileNetV2 x1.0","1801.04381","in1k",224,0.875,200,NA
"mobilenetv2b_wd4",1516312,2368,"399f95e6cb3c15d57516c1d328201a0af3de5882","v0.0.483","MobileNetV2b x0.25","1801.04381","in1k",224,0.875,200,NA
"mobilenetv2b_wd2",1964448,1408,"f820ea858dd7be1bbe0ca4639581911d98183cde","v0.0.486","MobileNetV2b x0.5","1801.04381","in1k",224,0.875,200,NA
"mobilenetv2b_w3d4",2626968,1105,"0924efc9ca677d2bccfe3987b1e0e1e47afe69e8","v0.0.483","MobileNetV2b x0.75","1801.04381","in1k",224,0.875,200,NA
"mobilenetv2b_w1",3503872,0912,"2bcab1d0cd3be4eb270d65e390ff7c9776e38a04","v0.0.483","MobileNetV2b x1.0","1801.04381","in1k",224,0.875,200,NA
"mobilenetv3_small_w7d20",2159600,NA,NA,NA,"MobileNetV3 S/224/0.35","1905.02244","in1k",224,0.875,200,NA
"mobilenetv3_small_wd2",2288976,NA,NA,NA,"MobileNetV3 S/224/0.5","1905.02244","in1k",224,0.875,200,NA
"mobilenetv3_small_w3d4",2581312,NA,NA,NA,"MobileNetV3 S/224/0.75","1905.02244","in1k",224,0.875,200,NA
"mobilenetv3_small_w1",2945288,NA,NA,NA,"MobileNetV3 S/224/1.0","1905.02244","in1k",224,0.875,200,NA
"mobilenetv3_small_w5d4",3643632,NA,NA,NA,"MobileNetV3 S/224/1.25","1905.02244","in1k",224,0.875,200,NA
"mobilenetv3_large_w7d20",2943080,NA,NA,NA,"MobileNetV3 L/224/0.35","1905.02244","in1k",224,0.875,200,NA
"mobilenetv3_large_wd2",3334896,NA,NA,NA,"MobileNetV3 L/224/0.5","1905.02244","in1k",224,0.875,200,NA
"mobilenetv3_large_w3d4",4263496,NA,NA,NA,"MobileNetV3 L/224/0.75","1905.02244","in1k",224,0.875,200,NA
"mobilenetv3_large_w1",5481752,0744,"b59cae6daf1edc5f412fcd794693bb22dc3d4573","v0.0.491","MobileNetV3 L/224/1.0","1905.02244","in1k",224,0.875,200,NA
"mobilenetv3_large_w5d4",7459144,NA,NA,NA,"MobileNetV3 L/224/1.25","1905.02244","in1k",224,0.875,200,NA
"igcv3_wd4",1534020,2871,"c9f28301391601e5e8ae93139431a9e0d467317c","v0.0.142","IGCV3 x0.25","1806.00178","in1k",224,0.875,200,NA
"igcv3_wd2",1985528,1732,"8c504f443283d8a32787275b23771082fcaab61b","v0.0.132","IGCV3 x0.5","1806.00178","in1k",224,0.875,200,NA
"igcv3_w3d4",2638084,1140,"63f43cf8d334111d55d06f2f9bf7e1e4871d162c","v0.0.207","IGCV3 x0.75","1806.00178","in1k",224,0.875,200,NA
"igcv3_w1",3491688,0920,"12385791681f09adb3a08926c95471f332f538b6","v0.0.243","IGCV3 x1.0","1806.00178","in1k",224,0.875,200,NA
"mnasnet_small",2030264,NA,NA,NA,"MnasNet-Small","1807.11626","in1k",224,0.875,200,NA
"mnasnet_b1",4383312,0740,"7025b43c5c0251980ada2c591dd3e7e28d856e79","v0.0.493","MnasNet-B1","1807.11626","in1k",224,0.875,200,NA
"mnasnet_a1",3887038,0720,"e155916ce24d06e273e8f90540707bcb7e1f9eab","v0.0.486","MnasNet-A1","1807.11626","in1k",224,0.875,200,NA
"darts",4718752,0775,"fc3171c5b89b270fc7673dbbb5047f5879d7e774","v0.0.485","DARTS","1806.09055","in1k",224,0.875,200,"[quark0/darts]"
"proxylessnas_cpu",4361648,0761,"fe9572b11899395acbeef9374827dcc04e103ce3","v0.0.304","ProxylessNAS CPU","1812.00332","in1k",224,0.875,200,"[MIT-HAN-LAB/ProxylessNAS]"
"proxylessnas_gpu",7119848,0745,"acca5941c454d896410060434b8f983d2db80727","v0.0.333","ProxylessNAS GPU","1812.00332","in1k",224,0.875,200,NA
"proxylessnas_mobile",4080512,0780,"639a90c27de088402db76b09e410326795b6fbdd","v0.0.304","ProxylessNAS Mobile","1812.00332","in1k",224,0.875,200,"[MIT-HAN-LAB/ProxylessNAS]"
"proxylessnas_mobile14",6857568,0662,"0c0ad983f4fb88470d0f3e557d0b23f15e16624f","v0.0.331","ProxylessNAS Mob-14","1812.00332","in1k",224,0.875,200,NA
"fbnet_cb",5572200,0762,"2edb61f8e4b5c45d958d0e57beff41fbfacd6061","v0.0.415","FBNet-Cb","1812.03443","in1k",224,0.875,200,"[rwightman/pyt...models]"
"xception",22855952,0516,"a75b50eceb5fdfb1e1bfaada6820a448ce40e593","v0.0.544","Xception","1610.02357","in1k",299,0.875,200,NA
"inceptionv3",23834568,0533,"025fb71c673f8e325f4c24f25cbd4185540cca72","v0.0.552","InceptionV3","1512.00567","in1k",299,0.875,200,NA
"inceptionv4",42679816,0488,"4ae4f331a5ff649e39626fc49cd5c24b8159cd8c","v0.0.543","InceptionV4","1602.07261","in1k",299,0.875,200,NA
"inceptionresnetv1",23995624,0480,"f8b3e9e369ff38e28b4ae4def273ef78741e2e28","v0.0.552","InceptionResNetV1","1602.07261","in1k",299,0.875,200,NA
"inceptionresnetv2",55843464,0474,"19f51781f8a454803207e319289f404d50e252cb","v0.0.547","InceptionResNetV2","1602.07261","in1k",299,0.875,200,NA
"polynet",95366600,0452,"6a1b295dad3f261b48e845f1b283e4eef3ab5a0b","v0.0.96","PolyNet","1611.05725","in1k",331,0.875,200,"[Cadene/pretrained...pytorch]"
"nasnet_4a1056",5289978,0803,"44f5ecbe03da2cd21803c555366121e29b207907","v0.0.495","NASNet-A 4@1056","1707.07012","in1k",224,0.875,200,NA
"nasnet_6a4032",88753150,0421,"f354d28f4acdde399e081260c3f46152eca5d27e","v0.0.101","NASNet-A 6@4032","1707.07012","in1k",331,0.875,200,"[Cadene/pretrained...pytorch]"
"pnasnet5large",86057668,0428,"65de46ebd049e494c13958d5671aba5abf803ff3","v0.0.114","PNASNet-5-Large","1712.00559","in1k",331,0.875,200,"[Cadene/pretrained...pytorch]"
"spnasnet",4421616,0798,"a25ca15768d91c0c09b473352bf54a2b954257d4","v0.0.490","SPNASNet","1904.02877","in1k",224,0.875,200,NA
"efficientnet_b0",5288548,0752,"0e3861300b8f1d1d0fb1bd15f0e06bba1ad6309b","v0.0.364","EfficientNet-B0","1905.11946","in1k",224,0.875,200,NA
"efficientnet_b1",7794184,0638,"ac77bcd722dc4f3edfa24b9fb7b8f9cece3d85ab","v0.0.376","EfficientNet-B1","1905.11946","in1k",240,0.882,200,NA
"efficientnet_b2",9109994,NA,NA,NA,"EfficientNet-B2","1905.11946","in1k",260,0.89,100,NA
"efficientnet_b3",12233232,NA,NA,NA,"EfficientNet-B3","1905.11946","in1k",300,0.904,90,NA
"efficientnet_b4",19341616,NA,NA,NA,"EfficientNet-B4","1905.11946","in1k",380,0.922,80,NA
"efficientnet_b5",30389784,NA,NA,NA,"EfficientNet-B5","1905.11946","in1k",456,0.934,70,NA
"efficientnet_b6",43040704,NA,NA,NA,"EfficientNet-B6","1905.11946","in1k",528,0.942,60,NA
"efficientnet_b7",66347960,NA,NA,NA,"EfficientNet-B7","1905.11946","in1k",600,0.949,50,NA
"efficientnet_b0b",5288548,0702,"ecf61b9b50666a6b444a9d789a5ff1087c65d0d8","v0.0.403","EfficientNet-B0b","1905.11946","in1k",224,0.875,200,"[rwightman/pyt...models]"
"efficientnet_b1b",7794184,0594,"614e81663902850a738fa6c862fe406ecf205f73","v0.0.403","EfficientNet-B1b","1905.11946","in1k",240,0.882,200,"[rwightman/pyt...models]"
"efficientnet_b2b",9109994,0527,"531f10e6898778b7c3a82c2c149f8b3e6393a892","v0.0.403","EfficientNet-B2b","1905.11946","in1k",260,0.89,100,"[rwightman/pyt...models]"
"efficientnet_b3b",12233232,0445,"3c5fbba8c86121d4bc3bbc169804f24dd4c3d1f6","v0.0.403","EfficientNet-B3b","1905.11946","in1k",300,0.904,90,"[rwightman/pyt...models]"
"efficientnet_b4b",19341616,0389,"6305bfe688b261f0d4fef6829f520d5c98c46301","v0.0.403","EfficientNet-B4b","1905.11946","in1k",380,0.922,80,"[rwightman/pyt...models]"
"efficientnet_b5b",30389784,0337,"e1c2ffcf710cbd3c53b9c08723282a370906731c","v0.0.403","EfficientNet-B5b","1905.11946","in1k",456,0.934,70,"[rwightman/pyt...models]"
"efficientnet_b6b",43040704,0323,"e5c1d7c35fcff5fac07921a7696f7c04aba84012","v0.0.403","EfficientNet-B6b","1905.11946","in1k",528,0.942,60,"[rwightman/pyt...models]"
"efficientnet_b7b",66347960,0322,"b9c5965a1e2572aaa772e20e8a2e3af7b4bee9a6","v0.0.403","EfficientNet-B7b","1905.11946","in1k",600,0.949,50,"[rwightman/pyt...models]"
"efficientnet_b0c",5288548,0675,"21778c6e3b5a1b9b08b60c3e69401ce7e12bead4","v0.0.433","EfficientNet-B0с","1905.11946","in1k",224,0.875,200,"[rwightman/pyt...models]*"
"efficientnet_b1c",7794184,0569,"239ed6a412530f60f810b29807da70c8ca63d8cc","v0.0.433","EfficientNet-B1с","1905.11946","in1k",240,0.882,200,"[rwightman/pyt...models]*"
"efficientnet_b2c",9109994,0503,"be48d3d79f25a13a807b137d8a7ced41e8aab2bf","v0.0.433","EfficientNet-B2с","1905.11946","in1k",260,0.89,100,"[rwightman/pyt...models]*"
"efficientnet_b3c",12233232,0442,"ea7080aba3fc20ac25c3c925bfadf1e8c1e7df4d","v0.0.433","EfficientNet-B3с","1905.11946","in1k",300,0.904,90,"[rwightman/pyt...models]*"
"efficientnet_b4c",19341616,0369,"5954cc05cfba3b0c8ee488b4488354fc0cef6623","v0.0.433","EfficientNet-B4с","1905.11946","in1k",380,0.922,80,"[rwightman/pyt...models]*"
"efficientnet_b5c",30389784,0310,"589fefc6de5d93b54698b5b03f1e05637f9d0cb6","v0.0.433","EfficientNet-B5с","1905.11946","in1k",456,0.934,70,"[rwightman/pyt...models]*"
"efficientnet_b6c",43040704,0296,"546e61da82bec69e3db5870b8df977e4615f7b32","v0.0.433","EfficientNet-B6с","1905.11946","in1k",528,0.942,60,"[rwightman/pyt...models]*"
"efficientnet_b7c",66347960,0288,"13d683f2ca56c1007acd9ad0be450f45efeec828","v0.0.433","EfficientNet-B7с","1905.11946","in1k",600,0.949,50,"[rwightman/pyt...models]*"
"efficientnet_b8c",87413142,0276,"a9973d66d599c4e83029577842c039a20799f2c9","v0.0.433","EfficientNet-B8с","1905.11946","in1k",672,0.954,50,"[rwightman/pyt...models]*"
